age,ratings,pickup_time_minutes,distance,weather_fog,weather_sandstorms,weather_stormy,weather_sunny,weather_windy,type_of_order_drinks,type_of_order_meal,type_of_order_snack,type_of_vehicle_motorcycle,type_of_vehicle_scooter,festival_yes,city_type_semi-urban,city_type_urban,is_weekend_1,order_time_of_day_evening,order_time_of_day_morning,order_time_of_day_night,traffic,distance_type,vehicle_condition,multiple_deliveries,time_taken
0.368421052631579,0.8399999999999999,0.0,0.2355264391755133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,22
0.5789473684210527,0.6800000000000002,0.0,0.7888617530047872,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0,3.0,46
0.05263157894736836,0.9199999999999999,1.0,0.9763180575282506,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0,1.0,31
0.6842105263157894,0.8,0.5,0.8004108012980655,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1,1.0,17
0.6842105263157894,0.8800000000000001,1.0,0.5359083471343256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2,1.0,30
0.05263157894736836,0.8800000000000001,1.0,0.9177108971044879,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1,1.0,40
0.0,0.9199999999999999,0.5,0.5639184136793133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0,1.0,38
0.7894736842105263,0.8800000000000001,1.0,0.38916352087001743,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1,0.0,26
0.5263157894736843,0.9199999999999999,0.5,0.23854378204465965,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,27
0.5263157894736843,0.8800000000000001,0.5,0.16016016160232038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2,1.0,19
0.368421052631579,0.8399999999999999,0.5,0.48272627064692064,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0,2.0,44
0.3157894736842104,0.6000000000000001,0.0,0.9594670143849016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,1,1.0,42
0.21052631578947367,0.8399999999999999,0.5,0.3891575932374637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0.0,18
0.1578947368421053,0.8399999999999999,0.0,0.9459008518689742,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0,0.0,31
0.7368421052631577,1.0,1.0,0.48405544360403197,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1,1.0,22
0.42105263157894735,0.8399999999999999,0.5,0.08078157661466738,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,17
0.4736842105263157,0.8399999999999999,0.0,0.8003217030461206,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0,0.0,25
0.5263157894736843,0.9600000000000002,1.0,0.08168476728369074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,22
0.26315789473684204,0.9199999999999999,1.0,0.6213585142158744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1,0.0,24
0.8421052631578947,0.6800000000000002,1.0,0.31316786604247926,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,34
0.10526315789473695,0.6000000000000001,0.0,0.4746716810614353,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1,1.0,31
0.26315789473684204,0.8800000000000001,0.5,0.803551755553677,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1,0.0,18
0.3157894736842104,0.8,0.0,0.7649924145850882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2,0.0,19
0.10526315789473695,0.8,1.0,0.75103927964008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0,0.0,18
0.10526315789473695,1.0,1.0,0.9329103198159736,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,2,1.0,15
0.368421052631579,0.9199999999999999,1.0,0.0028340918064845566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,16
0.10526315789473695,0.8,1.0,0.7887871124863186,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0,1.0,23
0.3157894736842104,0.8,0.0,0.004474059657221738,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,12
0.0,0.9199999999999999,0.0,0.9762718643648323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1,1.0,23
0.42105263157894735,0.6800000000000002,1.0,0.002264275552775155,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,16
0.4736842105263157,0.8800000000000001,0.0,0.9945722914189539,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2,1.0,25
0.894736842105263,0.8399999999999999,1.0,0.2304208609916581,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,2.0,36
0.9473684210526316,0.8399999999999999,1.0,0.2432735023673685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1.0,25
0.5789473684210527,0.9199999999999999,0.5,0.07965352908815836,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,23
0.9999999999999998,0.6000000000000001,0.0,0.24006596041042538,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1,1.0,33
0.4736842105263157,0.9600000000000002,0.0,0.16454349334972967,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1,0.0,15
0.3157894736842104,0.8399999999999999,1.0,0.6421316309593414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2,0.0,25
0.631578947368421,0.9600000000000002,1.0,0.4041834456698055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2,1.0,31
0.631578947368421,0.9199999999999999,0.5,0.6133695422646638,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0,3.0,44
0.5789473684210527,0.9199999999999999,0.5,0.16049316531658542,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1,0.0,30
0.7894736842105263,0.6800000000000002,1.0,0.16055165034112817,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0,1.0,42
0.10526315789473695,0.8800000000000001,0.0,0.38919525874784544,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,28
0.21052631578947367,0.9199999999999999,0.5,0.3145952823645577,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0,28
0.8421052631578947,0.8800000000000001,0.0,0.07764544636866856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.0,17
0.05263157894736836,0.9600000000000002,1.0,0.803560036307854,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0,1.0,38
0.10526315789473695,0.9600000000000002,0.5,0.08200292746909256,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2,1.0,16
0.0,0.9199999999999999,0.5,0.6213141137955929,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2,1.0,21
0.9999999999999998,0.8800000000000001,0.0,0.39617800630726124,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1.0,19
0.9473684210526316,0.9199999999999999,0.0,0.4025017861045279,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0.0,24
0.21052631578947367,0.8800000000000001,0.5,0.9330221905967524,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,1,1.0,18
0.7894736842105263,0.72,0.5,0.31459159537963777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,25
0.631578947368421,0.9600000000000002,0.5,0.9380355062529273,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2,1.0,27
0.7368421052631577,0.72,0.5,0.7914994531582753,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0,2.0,44
0.9473684210526316,0.9600000000000002,1.0,0.30891042942322516,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0,1.0,31
0.9999999999999998,0.9600000000000002,1.0,0.00476899335651966,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0,1.0,26
0.5263157894736843,0.8800000000000001,0.5,0.2444227581676413,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0.0,22
0.368421052631579,0.8399999999999999,0.0,0.40417801366766976,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,20
0.05263157894736836,0.8399999999999999,1.0,0.46768295432953144,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,1.0,24
0.7894736842105263,0.6000000000000001,1.0,0.919313991424063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2,1.0,39
0.5263157894736843,0.9600000000000002,1.0,0.08246724565877032,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,20
0.05263157894736836,0.8399999999999999,0.5,0.6413355746540068,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1,1.0,17
0.42105263157894735,1.0,0.5,0.9762263933162665,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2,1.0,24
0.4736842105263157,0.9600000000000002,0.0,0.004585571804855942,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,17
0.368421052631579,1.0,0.5,0.30046012602585215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,11
0.0,0.9199999999999999,0.5,0.9596606268829588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2,1.0,42
0.5263157894736843,0.9199999999999999,1.0,0.07790250262179295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,10
0.21052631578947367,1.0,1.0,0.08246724565877032,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,23
0.7368421052631577,0.4800000000000002,0.5,0.7871702908342512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1,0.0,31
0.9473684210526316,0.9199999999999999,1.0,0.8035730771982663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0,1.0,22
0.05263157894736836,0.4800000000000002,0.5,0.38919055952394555,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0,1.0,42
0.4736842105263157,0.8800000000000001,1.0,0.4681106529058474,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1,1.0,25
0.26315789473684204,1.0,0.5,0.6263154073304015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1,1.0,27
0.8421052631578947,0.7600000000000002,1.0,0.546125982717834,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2,2.0,41
0.05263157894736836,0.9199999999999999,1.0,0.7649537371877683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1,0.0,24
0.3157894736842104,0.8800000000000001,0.0,0.1636862271288152,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0.0,18
0.1578947368421053,0.8399999999999999,1.0,0.7649239567245796,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1,0.0,12
0.0,0.8399999999999999,1.0,0.1636851452539848,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1.0,21
0.1578947368421053,0.6399999999999999,0.0,0.08428013022111126,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,28
0.7894736842105263,0.8,1.0,0.2391141649477989,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,30
0.21052631578947367,0.8800000000000001,1.0,0.6412742543407624,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2,0.0,10
0.8421052631578947,0.8399999999999999,0.5,0.1544163624984542,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1,1.0,26
0.5789473684210527,0.9600000000000002,0.5,0.8049422053819433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0,1.0,49
0.9999999999999998,0.9199999999999999,0.5,0.3233830192422836,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2,0.0,26
0.21052631578947367,0.9199999999999999,1.0,0.2366806917699727,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,1.0,25
0.5263157894736843,0.8,0.5,0.6412384655874288,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2,0.0,31
0.05263157894736836,0.8800000000000001,0.5,0.07998626996826343,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,15
0.6842105263157894,0.8,0.0,0.5453294909010534,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2,1.0,24
0.1578947368421053,0.8800000000000001,1.0,0.6438122438056378,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2,1.0,34
0.7368421052631577,0.8399999999999999,1.0,0.9460568465665138,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1,1.0,25
0.5263157894736843,0.9600000000000002,0.0,0.3146268128848851,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1.0,29
0.9999999999999998,0.9600000000000002,0.5,0.0022717432034790597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,18
0.5789473684210527,0.9600000000000002,0.0,0.004492598680612733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,1.0,19
0.368421052631579,1.0,0.0,0.801527016363108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1,0.0,25
0.5789473684210527,0.8399999999999999,0.5,0.6339561786151725,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0.0,18
0.42105263157894735,1.0,0.5,0.07773367762014967,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,19
0.7894736842105263,0.9199999999999999,0.5,0.4596282351059964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1,0.0,30
0.5789473684210527,0.8800000000000001,0.0,0.3976217511351371,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2,1.0,15
0.5263157894736843,0.8800000000000001,0.0,0.08409900523031515,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,20
0.26315789473684204,0.9199999999999999,1.0,0.9632785153386247,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1,1.0,18
0.9473684210526316,0.6000000000000001,0.0,0.16238346616977284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2,0.0,32
0.4736842105263157,0.8800000000000001,0.5,0.08429005240919495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1,1.0,25
0.0,0.9600000000000002,0.0,0.6437910737173822,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0.0,33
0.631578947368421,0.9600000000000002,0.5,0.9176213009077134,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1,1.0,40
0.894736842105263,0.9199999999999999,1.0,0.7763955771340445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2,2.0,45
0.8421052631578947,0.6399999999999999,0.5,0.3146074802696271,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1.0,33
0.3157894736842104,0.9199999999999999,0.0,0.5624462670106399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0,0.0,43
0.631578947368421,0.9199999999999999,0.0,0.002496998214713289,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,25
0.7368421052631577,0.7600000000000002,0.0,0.3161519096095956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0,1.0,31
